codeD,date_obs,t_moy
21,21/11/2019,4
21,21/11/2020,3
21,21/11/2021,3
21,21/11/2022,7
21,21/11/2023,9
21,21/12/2019,7
21,21/12/2020,8
21,21/12/2021,"0"
21,21/12/2022,12
21,21/12/2023,8
21,22/01/2019,-1
21,22/01/2020,"0"
21,22/01/2021,6
21,22/01/2022,2
21,22/01/2023,"0"
21,22/02/2019,8
21,22/02/2020,5
21,22/02/2021,9
21,22/02/2022,8
21,22/02/2023,5
21,22/03/2019,9
21,22/03/2020,8
21,22/03/2021,5
21,22/03/2022,8
21,22/03/2023,10
21,22/04/2019,17
21,22/04/2020,15
21,22/04/2021,11
21,22/04/2022,14
21,22/04/2023,11
21,22/05/2019,14
21,22/05/2020,20
21,22/05/2021,11
21,22/05/2022,20
21,22/05/2023,19
21,22/06/2019,19
21,22/06/2020,20
21,22/06/2021,19
21,22/06/2022,23
21,22/06/2023,22
21,22/07/2019,26
21,22/07/2020,25
21,22/07/2021,21
21,22/07/2022,25
21,22/07/2023,20
21,22/08/2019,20
21,22/08/2020,22
21,22/08/2021,21
21,22/08/2022,23
21,22/08/2023,29
21,22/09/2019,22
21,22/09/2020,19
21,22/09/2021,15
21,22/09/2022,13
21,22/09/2023,16
21,22/10/2019,13
21,22/10/2020,16
21,22/10/2021,8
21,22/10/2022,17
21,22/10/2023,13
21,22/11/2019,7
21,22/11/2020,1
21,22/11/2021,6
21,22/11/2022,8
21,22/11/2023,6
21,22/12/2019,9
21,22/12/2020,11
21,22/12/2021,"0"
21,22/12/2022,11
21,22/12/2023,9
21,23/01/2019,1
21,23/01/2020,"0"
21,23/01/2021,4
21,23/01/2022,4
21,23/01/2023,2
21,23/02/2019,10
21,23/02/2020,12
21,23/02/2021,11
21,23/02/2022,9
21,23/02/2023,9
21,23/03/2019,10
21,23/03/2020,6
21,23/03/2021,7
21,23/03/2022,8
21,23/03/2023,14
21,23/04/2019,16
21,23/04/2020,16
21,23/04/2021,13
21,23/04/2022,12
21,23/04/2023,12
21,23/05/2019,15
21,23/05/2020,15
21,23/05/2021,12
21,23/05/2022,18
21,23/05/2023,17
21,23/06/2019,21
21,23/06/2020,22
21,23/06/2021,19
21,23/06/2022,22
21,23/06/2023,20
21,23/07/2019,28
21,23/07/2020,23
21,23/07/2021,22
21,23/07/2022,24
21,23/07/2023,21
21,23/08/2019,21
21,23/08/2020,21
21,23/08/2021,17
21,23/08/2022,23
21,23/08/2023,28
21,23/09/2019,16
21,23/09/2020,20
21,23/09/2021,15
21,23/09/2022,13
21,23/09/2023,13
21,23/10/2019,14
21,23/10/2020,15
21,23/10/2021,9
21,23/10/2022,15
21,23/10/2023,10
21,23/11/2019,7
21,23/11/2020,"0"
21,23/11/2021,5
21,23/11/2022,5
21,23/11/2023,3
21,23/12/2019,8
21,23/12/2020,10
21,23/12/2021,3
21,23/12/2022,12
21,23/12/2023,8
21,24/01/2019,-1
21,24/01/2020,-3
21,24/01/2021,1
21,24/01/2022,-2
21,24/01/2023,3
21,24/02/2019,7
21,24/02/2020,13
21,24/02/2021,11
21,24/02/2022,6
21,24/02/2023,10
21,24/03/2019,11
21,24/03/2020,5
21,24/03/2021,9
21,24/03/2022,11
21,24/03/2023,13
21,24/04/2019,13
21,24/04/2020,16
21,24/04/2021,14
21,24/04/2022,11
21,24/04/2023,10
21,24/05/2019,17
21,24/05/2020,15
21,24/05/2021,11
21,24/05/2022,16
21,24/05/2023,15
21,24/06/2019,24
21,24/06/2020,24
21,24/06/2021,16
21,24/06/2022,17
21,24/06/2023,22
21,24/07/2019,29
21,24/07/2020,24
21,24/07/2021,20
21,24/07/2022,25
21,24/07/2023,22
21,24/08/2019,22
21,24/08/2020,20
21,24/08/2021,19
21,24/08/2022,25
21,24/08/2023,28
21,24/09/2019,14
21,24/09/2020,17
21,24/09/2021,15
21,24/09/2022,17
21,24/09/2023,13
21,24/10/2019,15
21,24/10/2020,13
21,24/10/2021,7
21,24/10/2022,16
21,24/10/2023,14
21,24/11/2019,7
21,24/11/2020,-3
21,24/11/2021,3
21,24/11/2022,8
21,24/11/2023,9
21,24/12/2019,9
21,24/12/2020,7
21,24/12/2021,6
21,24/12/2022,10
21,24/12/2023,9
21,25/01/2019,-1
21,25/01/2020,3
21,25/01/2021,2
21,25/01/2022,-1
21,25/01/2023,3
21,25/02/2019,9
21,25/02/2020,9
21,25/02/2021,10
21,25/02/2022,4
21,25/02/2023,6
21,25/03/2019,7
21,25/03/2020,5
21,25/03/2021,8
21,25/03/2022,12
21,25/03/2023,11
21,25/04/2019,12
21,25/04/2020,17
21,25/04/2021,14
21,25/04/2022,12
21,25/04/2023,11
21,25/05/2019,17
21,25/05/2020,16
21,25/05/2021,11
21,25/05/2022,15
21,25/05/2023,15
21,25/06/2019,25
21,25/06/2020,26
21,25/06/2021,18
21,25/06/2022,20
21,25/06/2023,24
21,25/07/2019,30
21,25/07/2020,23
21,25/07/2021,20
21,25/07/2022,24
21,25/07/2023,19
21,25/08/2019,23
21,25/08/2020,21
21,25/08/2021,18
21,25/08/2022,24
21,25/08/2023,24
21,25/09/2019,16
21,25/09/2020,12
21,25/09/2021,17
21,25/09/2022,13
21,25/09/2023,15
21,25/10/2019,13
21,25/10/2020,12
21,25/10/2021,10
21,25/10/2022,13
21,25/10/2023,12
21,25/11/2019,6
21,25/11/2020,3
21,25/11/2021,1
21,25/11/2022,8
21,25/11/2023,3
21,25/12/2019,8
21,25/12/2020,3
21,25/12/2021,6
21,25/12/2022,10
21,25/12/2023,8
21,26/01/2019,2
21,26/01/2020,2
21,26/01/2021,-1
21,26/01/2022,-3
21,26/01/2023,"0"
21,26/02/2019,10
21,26/02/2020,4
21,26/02/2021,8
21,26/02/2022,4
21,26/02/2023,1
21,26/03/2019,7
21,26/03/2020,5
21,26/03/2021,8
21,26/03/2022,13
21,26/03/2023,10
21,26/04/2019,11
21,26/04/2020,16
21,26/04/2021,14
21,26/04/2022,11
21,26/04/2023,9
21,26/05/2019,16
21,26/05/2020,17
21,26/05/2021,13
21,26/05/2022,15
21,26/05/2023,18
21,26/06/2019,27
21,26/06/2020,23
21,26/06/2021,18
21,26/06/2022,17
21,26/06/2023,22
21,26/07/2019,30
21,26/07/2020,24
21,26/07/2021,21
21,26/07/2022,22
21,26/07/2023,18
21,26/08/2019,23
21,26/08/2020,23
21,26/08/2021,18
21,26/08/2022,23
21,26/08/2023,19
21,26/09/2019,17
21,26/09/2020,11
21,26/09/2021,19
21,26/09/2022,12
21,26/09/2023,16
21,26/10/2019,12
21,26/10/2020,11
21,26/10/2021,13
21,26/10/2022,18
21,26/10/2023,13
21,26/11/2019,9
21,26/11/2020,4
21,26/11/2021,3
21,26/11/2022,3
21,26/11/2023,2
21,26/12/2019,4
21,26/12/2020,2
21,26/12/2021,8
21,26/12/2022,9
21,26/12/2023,8
21,27/01/2019,6
21,27/01/2020,6
21,27/01/2021,2
21,27/01/2022,-2
21,27/01/2023,"0"
21,27/02/2019,12
21,27/02/2020,6
21,27/02/2021,8
21,27/02/2022,4
21,27/02/2023,3
21,27/03/2019,8
21,27/03/2020,7
21,27/03/2021,8
21,27/03/2022,14
21,27/03/2023,6
21,27/04/2019,11
21,27/04/2020,15
21,27/04/2021,13
21,27/04/2022,12
21,27/04/2023,13
21,27/05/2019,17
21,27/05/2020,18
21,27/05/2021,14
21,27/05/2022,17
21,27/05/2023,19
21,27/06/2019,28
21,27/06/2020,23
21,27/06/2021,20
21,27/06/2022,19
21,27/06/2023,20
21,27/07/2019,21
21,27/07/2020,24
21,27/07/2021,19
21,27/07/2022,22
21,27/07/2023,20
21,27/08/2019,22
21,27/08/2020,20
21,27/08/2021,16
21,27/08/2022,21
21,27/08/2023,18
21,27/09/2019,18
21,27/09/2020,9
21,27/09/2021,17
21,27/09/2022,12
21,27/09/2023,18
21,27/10/2019,12
21,27/10/2020,9
21,27/10/2021,10
21,27/10/2022,16
21,27/10/2023,13
21,27/11/2019,10
21,27/11/2020,8
21,27/11/2021,4
21,27/11/2022,6
21,27/11/2023,4
21,27/12/2019,8
21,27/12/2020,2
21,27/12/2021,8
21,27/12/2022,5
21,27/12/2023,3
21,28/01/2019,3
21,28/01/2020,6
21,28/01/2021,9
21,28/01/2022,1
21,28/01/2023,2
21,28/02/2019,8
21,28/02/2020,3
21,28/02/2021,7
21,28/02/2022,5
21,28/02/2023,1
21,28/03/2019,9
21,28/03/2020,10
21,28/03/2021,7
21,28/03/2022,11
21,28/03/2023,5
21,28/04/2019,7
21,28/04/2020,15
21,28/04/2021,9
21,28/04/2022,14
21,28/04/2023,18
21,28/05/2019,16
21,28/05/2020,18
21,28/05/2021,15
21,28/05/2022,15
21,28/05/2023,20
21,28/06/2019,28
21,28/06/2020,21
21,28/06/2021,19
21,28/06/2022,19
21,28/06/2023,21
21,28/07/2019,20
21,28/07/2020,25
21,28/07/2021,19
21,28/07/2022,22
21,28/07/2023,21
21,28/08/2019,24
21,28/08/2020,17
21,28/08/2021,16
21,28/08/2022,23
21,28/08/2023,16
21,28/09/2019,16
21,28/09/2020,11
21,28/09/2021,13
21,28/09/2022,12
21,28/09/2023,20
21,28/10/2019,11
21,28/10/2020,12
21,28/10/2021,9
21,28/10/2022,19
21,28/10/2023,12
21,28/11/2019,11
21,28/11/2020,5
21,28/11/2021,2
21,28/11/2022,7
21,28/11/2023,5
21,28/12/2019,5
21,28/12/2020,4
21,28/12/2021,11
21,28/12/2022,6
21,28/12/2023,5
21,29/01/2019,"0"
21,29/01/2020,7
21,29/01/2021,11
21,29/01/2022,2
21,29/01/2023,2
21,29/02/2020,9
21,29/03/2019,10
21,29/03/2020,5
21,29/03/2021,10
21,29/03/2022,12
21,29/03/2023,12
21,29/04/2019,10
21,29/04/2020,14
21,29/04/2021,13
21,29/04/2022,13
21,29/04/2023,17
21,29/05/2019,14
21,29/05/2020,17
21,29/05/2021,16
21,29/05/2022,14
21,29/05/2023,20
21,29/06/2019,27
21,29/06/2020,20
21,29/06/2021,19
21,29/06/2022,22
21,29/06/2023,24
21,29/07/2019,20
21,29/07/2020,22
21,29/07/2021,19
21,29/07/2022,22
21,29/07/2023,22
21,29/08/2019,25
21,29/08/2020,17
21,29/08/2021,16
21,29/08/2022,24
21,29/08/2023,17
21,29/09/2019,16
21,29/09/2020,14
21,29/09/2021,14
21,29/09/2022,12
21,29/09/2023,18
21,29/10/2019,10
21,29/10/2020,13
21,29/10/2021,11
21,29/10/2022,16
21,29/10/2023,15
21,29/11/2019,9
21,29/11/2020,2
21,29/11/2021,2
21,29/11/2022,7
21,29/11/2023,1
21,29/12/2019,2
21,29/12/2020,5
21,29/12/2021,11
21,29/12/2022,10
21,29/12/2023,10
21,30/01/2019,2
21,30/01/2020,4
21,30/01/2021,7
21,30/01/2022,6
21,30/01/2023,-1
21,30/03/2019,10
21,30/03/2020,5
21,30/03/2021,13
21,30/03/2022,11
21,30/03/2023,16
21,30/04/2019,11
21,30/04/2020,13
21,30/04/2021,9
21,30/04/2022,10
21,30/04/2023,14
21,30/05/2019,14
21,30/05/2020,17
21,30/05/2021,16
21,30/05/2022,15
21,30/05/2023,20
21,30/06/2019,26
21,30/06/2020,19
21,30/06/2021,15
21,30/06/2022,20
21,30/06/2023,21
21,30/07/2019,19
21,30/07/2020,26
21,30/07/2021,20
21,30/07/2022,23
21,30/07/2023,21
21,30/08/2019,24
21,30/08/2020,16
21,30/08/2021,17
21,30/08/2022,22
21,30/08/2023,16
21,30/09/2019,17
21,30/09/2020,15
21,30/09/2021,11
21,30/09/2022,10
21,30/09/2023,17
21,30/10/2019,9
21,30/10/2020,14
21,30/10/2021,12
21,30/10/2022,15
21,30/10/2023,13
21,30/11/2019,5
21,30/11/2020,1
21,30/11/2021,1
21,30/11/2022,7
21,30/11/2023,2
21,30/12/2019,-2
21,30/12/2020,4
21,30/12/2021,12
21,30/12/2022,8
21,30/12/2023,9
21,31/01/2019,4
21,31/01/2020,10
21,31/01/2021,8
21,31/01/2022,6
21,31/01/2023,4
21,31/03/2019,11
21,31/03/2020,5
21,31/03/2021,14
21,31/03/2022,8
21,31/03/2023,13
21,31/05/2019,18
21,31/05/2020,17
21,31/05/2021,16
21,31/05/2022,16
21,31/05/2023,20
21,31/07/2019,21
21,31/07/2020,30
21,31/07/2021,17
21,31/07/2022,24
21,31/07/2023,19
21,31/08/2019,25
21,31/08/2020,16
21,31/08/2021,17
21,31/08/2022,21
21,31/08/2023,17
21,31/10/2019,10
21,31/10/2020,9
21,31/10/2021,16
21,31/10/2022,15
21,31/10/2023,11
21,31/12/2019,-1
21,31/12/2020,2
21,31/12/2021,5
21,31/12/2022,12
21,31/12/2023,7
22,"01/01/2019",9
22,"01/01/2020",9
22,"01/01/2021",3
22,"01/01/2022",14
22,"01/01/2023",10
22,"01/02/2019",4
22,"01/02/2020",12
22,"01/02/2021",11
22,"01/02/2022",9
22,"01/02/2023",9
22,"01/03/2019",12
22,"01/03/2020",7
22,"01/03/2021",8
22,"01/03/2022",11
22,"01/03/2023",4
22,"01/04/2019",11
22,"01/04/2020",7
22,"01/04/2021",16
22,"01/04/2022",6
22,"01/04/2023",11
22,"01/05/2019",12
22,"01/05/2020",12
22,"01/05/2021",8
22,"01/05/2022",12
22,"01/05/2023",13
22,"01/06/2019",20
22,"01/06/2020",16
22,"01/06/2021",17
22,"01/06/2022",12
22,"01/06/2023",14
22,"01/07/2019",16
22,"01/07/2020",17
22,"01/07/2021",16
22,"01/07/2022",14
22,"01/07/2023",18
22,"01/08/2019",16
22,"01/08/2020",18
22,"01/08/2021",16
22,"01/08/2022",19
22,"01/08/2023",17
22,"01/09/2019",15
22,"01/09/2020",16
22,"01/09/2021",18
22,"01/09/2022",19
22,"01/09/2023",18
22,"01/10/2019",16
22,"01/10/2020",12
22,"01/10/2021",15
22,"01/10/2022",17
22,"01/10/2023",20
22,"01/11/2019",15
22,"01/11/2020",14
22,"01/11/2021",11
22,"01/11/2022",14
22,"01/11/2023",12
22,"01/12/2019",8
22,"01/12/2020",9
22,"01/12/2021",9
22,"01/12/2022",6
22,"01/12/2023",6
22,"02/01/2019",7
22,"02/01/2020",10
22,"02/01/2021",5
22,"02/01/2022",13
22,"02/01/2023",9
22,"02/02/2019",5
22,"02/02/2020",12
22,"02/02/2021",12
22,"02/02/2022",9
22,"02/02/2023",9
22,"02/03/2019",12
22,"02/03/2020",8
22,"02/03/2021",9
22,"02/03/2022",11
22,"02/03/2023",6
22,"02/04/2019",9
22,"02/04/2020",8
22,"02/04/2021",9
22,"02/04/2022",6
22,"02/04/2023",10
22,"02/05/2019",10
22,"02/05/2020",11
22,"02/05/2021",8
22,"02/05/2022",12
22,"02/05/2023",13
22,"02/06/2019",18
22,"02/06/2020",16
22,"02/06/2021",18
22,"02/06/2022",15
22,"02/06/2023",14
22,"02/07/2019",15
22,"02/07/2020",15
22,"02/07/2021",16
22,"02/07/2022",15
22,"02/07/2023",17
22,"02/08/2019",17
22,"02/08/2020",18
22,"02/08/2021",17
22,"02/08/2022",20
22,"02/08/2023",17
22,"02/09/2019",14
22,"02/09/2020",16
22,"02/09/2021",18
22,"02/09/2022",19
22,"02/09/2023",18
22,"02/10/2019",14
22,"02/10/2020",12
22,"02/10/2021",14
22,"02/10/2022",17
22,"02/10/2023",20
22,"02/11/2019",11
22,"02/11/2020",13
22,"02/11/2021",10
22,"02/11/2022",12
22,"02/11/2023",9
22,"02/12/2019",7
22,"02/12/2020",8
22,"02/12/2021",7
22,"02/12/2022",5
22,"02/12/2023",5
22,"03/01/2019",5
22,"03/01/2020",9
22,"03/01/2021",4
22,"03/01/2022",11
22,"03/01/2023",10
22,"03/02/2019",5
22,"03/02/2020",10
22,"03/02/2021",9
22,"03/02/2022",8
22,"03/02/2023",9
22,"03/03/2019",13
22,"03/03/2020",7
22,"03/03/2021",11
22,"03/03/2022",10
22,"03/03/2023",7
22,"03/04/2019",6
22,"03/04/2020",9
22,"03/04/2021",8
22,"03/04/2022",5
22,"03/04/2023",8
22,"03/05/2019",10
22,"03/05/2020",15
22,"03/05/2021",9
22,"03/05/2022",13
22,"03/05/2023",15
22,"03/06/2019",15
22,"03/06/2020",16
22,"03/06/2021",15
22,"03/06/2022",17
22,"03/06/2023",14
22,"03/07/2019",16
22,"03/07/2020",16
22,"03/07/2021",18
22,"03/07/2022",14
22,"03/07/2023",17
22,"03/08/2019",20
22,"03/08/2020",16
22,"03/08/2021",15
22,"03/08/2022",20
22,"03/08/2023",17
22,"03/09/2019",16
22,"03/09/2020",20
22,"03/09/2021",18
22,"03/09/2022",18
22,"03/09/2023",19
22,"03/10/2019",13
22,"03/10/2020",12
22,"03/10/2021",14
22,"03/10/2022",16
22,"03/10/2023",15
22,"03/11/2019",11
22,"03/11/2020",9
22,"03/11/2021",10
22,"03/11/2022",12
22,"03/11/2023",10
22,"03/12/2019",5
22,"03/12/2020",7
22,"03/12/2021",9
22,"03/12/2022",6
22,"03/12/2023",7
22,"04/01/2019",4
22,"04/01/2020",7
22,"04/01/2021",4
22,"04/01/2022",7
22,"04/01/2023",13
22,"04/02/2019",8
22,"04/02/2020",8
22,"04/02/2021",9
22,"04/02/2022",8
22,"04/02/2023",8
22,"04/03/2019",8
22,"04/03/2020",9
22,"04/03/2021",9
22,"04/03/2022",8
22,"04/03/2023",6
22,"04/04/2019",7
22,"04/04/2020",11
22,"04/04/2021",8
22,"04/04/2022",6
22,"04/04/2023",7
22,"04/05/2019",9
22,"04/05/2020",14
22,"04/05/2021",11
22,"04/05/2022",11
22,"04/05/2023",15
22,"04/06/2019",14
22,"04/06/2020",14
22,"04/06/2021",14
22,"04/06/2022",17
22,"04/06/2023",15
22,"04/07/2019",17
22,"04/07/2020",18
22,"04/07/2021",17
22,"04/07/2022",14
22,"04/07/2023",17
22,"04/08/2019",18
22,"04/08/2020",16
22,"04/08/2021",17
22,"04/08/2022",18
22,"04/08/2023",17
22,"04/09/2019",16
22,"04/09/2020",16
22,"04/09/2021",19
22,"04/09/2022",21
22,"04/09/2023",23
22,"04/10/2019",15
22,"04/10/2020",12
22,"04/10/2021",15
22,"04/10/2022",16
22,"04/10/2023",14
22,"04/11/2019",10
22,"04/11/2020",8
22,"04/11/2021",10
22,"04/11/2022",11
22,"04/11/2023",11
22,"04/12/2019",3
22,"04/12/2020",6
22,"04/12/2021",8
22,"04/12/2022",4
22,"04/12/2023",9
22,"05/01/2019",5
22,"05/01/2020",7
22,"05/01/2021",5
22,"05/01/2022",6
22,"05/01/2023",12
22,"05/02/2019",9
22,"05/02/2020",9
22,"05/02/2021",9
22,"05/02/2022",8
22,"05/02/2023",8
22,"05/03/2019",10
22,"05/03/2020",9
22,"05/03/2021",6
22,"05/03/2022",6
22,"05/03/2023",5
22,"05/04/2019",7
22,"05/04/2020",14
22,"05/04/2021",8
22,"05/04/2022",12
22,"05/04/2023",8
22,"05/05/2019",8
22,"05/05/2020",15
22,"05/05/2021",9
22,"05/05/2022",13
22,"05/05/2023",15
22,"05/06/2019",13
22,"05/06/2020",14
22,"05/06/2021",14
22,"05/06/2022",16
22,"05/06/2023",14
22,"05/07/2019",18
22,"05/07/2020",17
22,"05/07/2021",15
22,"05/07/2022",16
22,"05/07/2023",16
22,"05/08/2019",19
22,"05/08/2020",20
22,"05/08/2021",18
22,"05/08/2022",17
22,"05/08/2023",15
22,"05/09/2019",15
22,"05/09/2020",16
22,"05/09/2021",18
22,"05/09/2022",21
22,"05/09/2023",24
22,"05/10/2019",17
22,"05/10/2020",13
22,"05/10/2021",14
22,"05/10/2022",16
22,"05/10/2023",15
22,"05/11/2019",10
22,"05/11/2020",9
22,"05/11/2021",10
22,"05/11/2022",12
22,"05/11/2023",12
22,"05/12/2019",6
22,"05/12/2020",6
22,"05/12/2021",7
22,"05/12/2022",5
22,"05/12/2023",8
22,"06/01/2019",6
22,"06/01/2020",6
22,"06/01/2021",4
22,"06/01/2022",6
22,"06/01/2023",12
22,"06/02/2019",11
22,"06/02/2020",6
22,"06/02/2021",6
22,"06/02/2022",11
22,"06/02/2023",6
22,"06/03/2019",12
22,"06/03/2020",7
22,"06/03/2021",5
22,"06/03/2022",7
22,"06/03/2023",6
22,"06/04/2019",8
22,"06/04/2020",12
22,"06/04/2021",6
22,"06/04/2022",11
22,"06/04/2023",11
22,"06/05/2019",9
22,"06/05/2020",14
22,"06/05/2021",9
22,"06/05/2022",13
22,"06/05/2023",16
22,"06/06/2019",12
22,"06/06/2020",12
22,"06/06/2021",16
22,"06/06/2022",15
22,"06/06/2023",15
22,"06/07/2019",18
22,"06/07/2020",15
22,"06/07/2021",15
22,"06/07/2022",17
22,"06/07/2023",16
22,"06/08/2019",19
22,"06/08/2020",22
22,"06/08/2021",17
22,"06/08/2022",17
22,"06/08/2023",16
22,"06/09/2019",14
22,"06/09/2020",15
22,"06/09/2021",20
22,"06/09/2022",19
22,"06/09/2023",21
22,"06/10/2019",15
22,"06/10/2020",14
22,"06/10/2021",14
22,"06/10/2022",14
22,"06/10/2023",16
22,"06/11/2019",10
22,"06/11/2020",10
22,"06/11/2021",9
22,"06/11/2022",13
22,"06/11/2023",11
22,"06/12/2019",10
22,"06/12/2020",7
22,"06/12/2021",8
22,"06/12/2022",4
22,"06/12/2023",7
22,"07/01/2019",9
22,"07/01/2020",10
22,"07/01/2021",4
22,"07/01/2022",8
22,"07/01/2023",10
22,"07/02/2019",8
22,"07/02/2020",7
22,"07/02/2021",5
22,"07/02/2022",11
22,"07/02/2023",4
22,"07/03/2019",9
22,"07/03/2020",10
22,"07/03/2021",4
22,"07/03/2022",5
22,"07/03/2023",8
22,"07/04/2019",11
22,"07/04/2020",12
22,"07/04/2021",6
22,"07/04/2022",11
22,"07/04/2023",9
22,"07/05/2019",11
22,"07/05/2020",16
22,"07/05/2021",9
22,"07/05/2022",13
22,"07/05/2023",14
22,"07/06/2019",13
22,"07/06/2020",13
22,"07/06/2021",15
22,"07/06/2022",17
22,"07/06/2023",16
22,"07/07/2019",17
22,"07/07/2020",14
22,"07/07/2021",15
22,"07/07/2022",17
22,"07/07/2023",21
22,"07/08/2019",19
22,"07/08/2020",21
22,"07/08/2021",16
22,"07/08/2022",17
22,"07/08/2023",15
22,"07/09/2019",15
22,"07/09/2020",16
22,"07/09/2021",23
22,"07/09/2022",18
22,"07/09/2023",24
22,"07/10/2019",14
22,"07/10/2020",14
22,"07/10/2021",16
22,"07/10/2022",14
22,"07/10/2023",19
22,"07/11/2019",8
22,"07/11/2020",13
22,"07/11/2021",12
22,"07/11/2022",15
22,"07/11/2023",11
22,"07/12/2019",11
22,"07/12/2020",4
22,"07/12/2021",8
22,"07/12/2022",5
22,"07/12/2023",10
22,"08/01/2019",9
22,"08/01/2020",12
22,"08/01/2021",3
22,"08/01/2022",9
22,"08/01/2023",8
22,"08/02/2019",10
22,"08/02/2020",10
22,"08/02/2021",2
22,"08/02/2022",10
22,"08/02/2023",4
22,"08/03/2019",8
22,"08/03/2020",10
22,"08/03/2021",5
22,"08/03/2022",7
22,"08/03/2023",11
22,"08/04/2019",9
22,"08/04/2020",13
22,"08/04/2021",7
22,"08/04/2022",8
22,"08/04/2023",10
22,"08/05/2019",13
22,"08/05/2020",15
22,"08/05/2021",14
22,"08/05/2022",11
22,"08/05/2023",14
22,"08/06/2019",14
22,"08/06/2020",14
22,"08/06/2021",15
22,"08/06/2022",16
22,"08/06/2023",18
22,"08/07/2019",18
22,"08/07/2020",17
22,"08/07/2021",16
22,"08/07/2022",18
22,"08/07/2023",20
22,"08/08/2019",19
22,"08/08/2020",20
22,"08/08/2021",16
22,"08/08/2022",19
22,"08/08/2023",16
22,"08/09/2019",15
22,"08/09/2020",17
22,"08/09/2021",20
22,"08/09/2022",18
22,"08/09/2023",22
22,"08/10/2019",15
22,"08/10/2020",16
22,"08/10/2021",17
22,"08/10/2022",13
22,"08/10/2023",19
22,"08/11/2019",8
22,"08/11/2020",14
22,"08/11/2021",10
22,"08/11/2022",13
22,"08/11/2023",11
22,"08/12/2019",10
22,"08/12/2020",6
22,"08/12/2021",6
22,"08/12/2022",5
22,"08/12/2023",11
22,"09/01/2019",7
22,"09/01/2020",11
22,"09/01/2021",2
22,"09/01/2022",9
22,"09/01/2023",8
22,"09/02/2019",9
22,"09/02/2020",11
22,"09/02/2021",1
22,"09/02/2022",8
22,"09/02/2023",7
22,"09/03/2019",11
22,"09/03/2020",9
22,"09/03/2021",6
22,"09/03/2022",9
22,"09/03/2023",12
22,"09/04/2019",9
22,"09/04/2020",15
22,"09/04/2021",7
22,"09/04/2022",8
22,"09/04/2023",12
22,"09/05/2019",12
22,"09/05/2020",14
22,"09/05/2021",15
22,"09/05/2022",17
22,"09/05/2023",14
22,"09/06/2019",13
22,"09/06/2020",14
22,"09/06/2021",16
22,"09/06/2022",18
22,"09/06/2023",18
22,"09/07/2019",17
22,"09/07/2020",18
22,"09/07/2021",16
22,"09/07/2022",18
22,"09/07/2023",19
22,"09/08/2019",21
22,"09/08/2020",20
22,"09/08/2021",17
22,"09/08/2022",19
22,"09/08/2023",19
22,"09/09/2019",14
22,"09/09/2020",16
22,"09/09/2021",20
22,"09/09/2022",18
22,"09/09/2023",23
22,"09/10/2019",13
22,"09/10/2020",12
22,"09/10/2021",13
22,"09/10/2022",14
22,"09/10/2023",20
22,"09/11/2019",8
22,"09/11/2020",15
22,"09/11/2021",12
22,"09/11/2022",13
22,"09/11/2023",10
22,"09/12/2019",9
22,"09/12/2020",7
22,"09/12/2021",8
22,"09/12/2022",3
22,"09/12/2023",12
22,10/01/2019,6
22,10/01/2020,9
22,10/01/2021,3
22,10/01/2022,10
22,10/01/2023,10
22,10/02/2019,7
22,10/02/2020,10
22,10/02/2021,1
22,10/02/2022,7
22,10/02/2023,9
22,10/03/2019,10
22,10/03/2020,12
22,10/03/2021,8
22,10/03/2022,10
22,10/03/2023,6
22,10/04/2019,9
22,10/04/2020,17
22,10/04/2021,8
22,10/04/2022,8
22,10/04/2023,13
22,10/05/2019,9
22,10/05/2020,14
22,10/05/2021,13
22,10/05/2022,16
22,10/05/2023,13
22,10/06/2019,12
22,10/06/2020,13
22,10/06/2021,17
22,10/06/2022,18
22,10/06/2023,19
22,10/07/2019,19
22,10/07/2020,16
22,10/07/2021,16
22,10/07/2022,19
22,10/07/2023,19
22,10/08/2019,19
22,10/08/2020,20
22,10/08/2021,17
22,10/08/2022,20
22,10/08/2023,21
22,10/09/2019,15
22,10/09/2020,17
22,10/09/2021,18
22,10/09/2022,17
22,10/09/2023,23
22,10/10/2019,14
22,10/10/2020,11
22,10/10/2021,15
22,10/10/2022,14
22,10/10/2023,17
22,10/11/2019,9
22,10/11/2020,13
22,10/11/2021,12
22,10/11/2022,12
22,10/11/2023,10
22,10/12/2019,8
22,10/12/2020,10
22,10/12/2021,8
22,10/12/2022,3
22,10/12/2023,12
22,11/01/2019,7
22,11/01/2020,8
22,11/01/2021,7
22,11/01/2022,11
22,11/01/2023,10
22,11/02/2019,8
22,11/02/2020,7
22,11/02/2021,-2
22,11/02/2022,6
22,11/02/2023,7
22,11/03/2019,9
22,11/03/2020,13
22,11/03/2021,9
22,11/03/2022,10
22,11/03/2023,8
22,11/04/2019,8
22,11/04/2020,17
22,11/04/2021,6
22,11/04/2022,13
22,11/04/2023,10
22,11/05/2019,11
22,11/05/2020,10
22,11/05/2021,10
22,11/05/2022,15
22,11/05/2023,12
22,11/06/2019,12
22,11/06/2020,12
22,11/06/2021,17
22,11/06/2022,15
22,11/06/2023,18
22,11/07/2019,19
22,11/07/2020,15
22,11/07/2021,16
22,11/07/2022,20
22,11/07/2023,19
22,11/08/2019,17
22,11/08/2020,21
22,11/08/2021,16
22,11/08/2022,21
22,11/08/2023,20
22,11/09/2019,15
22,11/09/2020,14
22,11/09/2021,16
