codeD,date_obs,t_moy
4,30/01/2020,7
4,30/01/2021,7
4,30/01/2022,10
4,30/01/2023,4
4,30/03/2019,9
4,30/03/2020,11
4,30/03/2021,14
4,30/03/2022,10
4,30/03/2023,12
4,30/04/2019,14
4,30/04/2020,13
4,30/04/2021,13
4,30/04/2022,14
4,30/04/2023,15
4,30/05/2019,18
4,30/05/2020,17
4,30/05/2021,18
4,30/05/2022,16
4,30/05/2023,19
4,30/06/2019,28
4,30/06/2020,23
4,30/06/2021,20
4,30/06/2022,23
4,30/06/2023,19
4,30/07/2019,24
4,30/07/2020,28
4,30/07/2021,25
4,30/07/2022,25
4,30/07/2023,25
4,30/08/2019,25
4,30/08/2020,18
4,30/08/2021,21
4,30/08/2022,25
4,30/08/2023,19
4,30/09/2019,19
4,30/09/2020,15
4,30/09/2021,19
4,30/09/2022,14
4,30/09/2023,21
4,30/10/2019,15
4,30/10/2020,16
4,30/10/2021,11
4,30/10/2022,15
4,30/10/2023,14
4,30/11/2019,8
4,30/11/2020,6
4,30/11/2021,4
4,30/11/2022,5
4,30/11/2023,8
4,30/12/2019,4
4,30/12/2020,3
4,30/12/2021,14
4,30/12/2022,9
4,30/12/2023,8
4,31/01/2019,2
4,31/01/2020,9
4,31/01/2021,9
4,31/01/2022,8
4,31/01/2023,7
4,31/03/2019,10
4,31/03/2020,9
4,31/03/2021,15
4,31/03/2022,11
4,31/03/2023,14
4,31/05/2019,18
4,31/05/2020,17
4,31/05/2021,18
4,31/05/2022,19
4,31/05/2023,17
4,31/07/2019,25
4,31/07/2020,28
4,31/07/2021,26
4,31/07/2022,26
4,31/07/2023,25
4,31/08/2019,23
4,31/08/2020,19
4,31/08/2021,21
4,31/08/2022,22
4,31/08/2023,19
4,31/10/2019,13
4,31/10/2020,12
4,31/10/2021,14
4,31/10/2022,15
4,31/10/2023,11
4,31/12/2019,6
4,31/12/2020,"0"
4,31/12/2021,11
4,31/12/2022,10
4,31/12/2023,7
40,"01/01/2019",4
40,"01/01/2020",11
40,"01/01/2021",5
40,"01/01/2022",13
40,"01/01/2023",16
40,"01/02/2019",10
40,"01/02/2020",14
40,"01/02/2021",13
40,"01/02/2022",6
40,"01/02/2023",8
40,"01/03/2019",11
40,"01/03/2020",11
40,"01/03/2021",11
40,"01/03/2022",11
40,"01/03/2023",3
40,"01/04/2019",14
40,"01/04/2020",12
40,"01/04/2021",18
40,"01/04/2022",6
40,"01/04/2023",12
40,"01/05/2019",14
40,"01/05/2020",15
40,"01/05/2021",13
40,"01/05/2022",16
40,"01/05/2023",16
40,"01/06/2019",23
40,"01/06/2020",23
40,"01/06/2021",23
40,"01/06/2022",23
40,"01/06/2023",20
40,"01/07/2019",21
40,"01/07/2020",20
40,"01/07/2021",20
40,"01/07/2022",17
40,"01/07/2023",19
40,"01/08/2019",19
40,"01/08/2020",23
40,"01/08/2021",18
40,"01/08/2022",24
40,"01/08/2023",22
40,"01/09/2019",21
40,"01/09/2020",20
40,"01/09/2021",20
40,"01/09/2022",23
40,"01/09/2023",22
40,"01/10/2019",19
40,"01/10/2020",16
40,"01/10/2021",15
40,"01/10/2022",18
40,"01/10/2023",25
40,"01/11/2019",16
40,"01/11/2020",19
40,"01/11/2021",14
40,"01/11/2022",17
40,"01/11/2023",15
40,"01/12/2019",9
40,"01/12/2020",7
40,"01/12/2021",9
40,"01/12/2022",6
40,"01/12/2023",9
40,"02/01/2019",6
40,"02/01/2020",7
40,"02/01/2021",2
40,"02/01/2022",13
40,"02/01/2023",12
40,"02/02/2019",7
40,"02/02/2020",17
40,"02/02/2021",14
40,"02/02/2022",10
40,"02/02/2023",6
40,"02/03/2019",11
40,"02/03/2020",10
40,"02/03/2021",13
40,"02/03/2022",11
40,"02/03/2023",4
40,"02/04/2019",14
40,"02/04/2020",11
40,"02/04/2021",16
40,"02/04/2022",6
40,"02/04/2023",12
40,"02/05/2019",15
40,"02/05/2020",18
40,"02/05/2021",10
40,"02/05/2022",15
40,"02/05/2023",15
40,"02/06/2019",22
40,"02/06/2020",21
40,"02/06/2021",20
40,"02/06/2022",22
40,"02/06/2023",22
40,"02/07/2019",21
40,"02/07/2020",19
40,"02/07/2021",22
40,"02/07/2022",21
40,"02/07/2023",22
40,"02/08/2019",22
40,"02/08/2020",22
40,"02/08/2021",18
40,"02/08/2022",26
40,"02/08/2023",23
40,"02/09/2019",19
40,"02/09/2020",18
40,"02/09/2021",20
40,"02/09/2022",22
40,"02/09/2023",20
40,"02/10/2019",18
40,"02/10/2020",12
40,"02/10/2021",20
40,"02/10/2022",18
40,"02/10/2023",25
40,"02/11/2019",16
40,"02/11/2020",18
40,"02/11/2021",15
40,"02/11/2022",15
40,"02/11/2023",12
40,"02/12/2019",7
40,"02/12/2020",6
40,"02/12/2021",7
40,"02/12/2022",6
40,"02/12/2023",6
40,"03/01/2019",3
40,"03/01/2020",7
40,"03/01/2021",3
40,"03/01/2022",12
40,"03/01/2023",11
40,"03/02/2019",5
40,"03/02/2020",16
40,"03/02/2021",12
40,"03/02/2022",9
40,"03/02/2023",6
40,"03/03/2019",14
40,"03/03/2020",10
40,"03/03/2021",12
40,"03/03/2022",11
40,"03/03/2023",7
40,"03/04/2019",8
40,"03/04/2020",9
40,"03/04/2021",14
40,"03/04/2022",4
40,"03/04/2023",12
40,"03/05/2019",12
40,"03/05/2020",19
40,"03/05/2021",11
40,"03/05/2022",16
40,"03/05/2023",19
40,"03/06/2019",21
40,"03/06/2020",20
40,"03/06/2021",19
40,"03/06/2022",22
40,"03/06/2023",21
40,"03/07/2019",24
40,"03/07/2020",18
40,"03/07/2021",21
40,"03/07/2022",21
40,"03/07/2023",19
40,"03/08/2019",22
40,"03/08/2020",20
40,"03/08/2021",19
40,"03/08/2022",27
40,"03/08/2023",20
40,"03/09/2019",19
40,"03/09/2020",19
40,"03/09/2021",21
40,"03/09/2022",22
40,"03/09/2023",23
40,"03/10/2019",17
40,"03/10/2020",13
40,"03/10/2021",16
40,"03/10/2022",19
40,"03/10/2023",22
40,"03/11/2019",14
40,"03/11/2020",13
40,"03/11/2021",11
40,"03/11/2022",17
40,"03/11/2023",11
40,"03/12/2019",3
40,"03/12/2020",9
40,"03/12/2021",8
40,"03/12/2022",5
40,"03/12/2023",6
40,"04/01/2019",1
40,"04/01/2020",9
40,"04/01/2021",3
40,"04/01/2022",13
40,"04/01/2023",9
40,"04/02/2019",4
40,"04/02/2020",12
40,"04/02/2021",13
40,"04/02/2022",10
40,"04/02/2023",5
40,"04/03/2019",13
40,"04/03/2020",10
40,"04/03/2021",12
40,"04/03/2022",10
40,"04/03/2023",7
40,"04/04/2019",8
40,"04/04/2020",13
40,"04/04/2021",10
40,"04/04/2022",5
40,"04/04/2023",9
40,"04/05/2019",12
40,"04/05/2020",23
40,"04/05/2021",13
40,"04/05/2022",17
40,"04/05/2023",20
40,"04/06/2019",20
40,"04/06/2020",17
40,"04/06/2021",16
40,"04/06/2022",21
40,"04/06/2023",22
40,"04/07/2019",28
40,"04/07/2020",18
40,"04/07/2021",21
40,"04/07/2022",20
40,"04/07/2023",21
40,"04/08/2019",23
40,"04/08/2020",21
40,"04/08/2021",20
40,"04/08/2022",26
40,"04/08/2023",19
40,"04/09/2019",18
40,"04/09/2020",23
40,"04/09/2021",22
40,"04/09/2022",24
40,"04/09/2023",26
40,"04/10/2019",17
40,"04/10/2020",13
40,"04/10/2021",15
40,"04/10/2022",18
40,"04/10/2023",19
40,"04/11/2019",14
40,"04/11/2020",9
40,"04/11/2021",10
40,"04/11/2022",14
40,"04/11/2023",14
40,"04/12/2019",4
40,"04/12/2020",6
40,"04/12/2021",12
40,"04/12/2022",6
40,"04/12/2023",11
40,"05/01/2019",2
40,"05/01/2020",3
40,"05/01/2021",1
40,"05/01/2022",7
40,"05/01/2023",12
40,"05/02/2019",9
40,"05/02/2020",7
40,"05/02/2021",11
40,"05/02/2022",9
40,"05/02/2023",9
40,"05/03/2019",12
40,"05/03/2020",13
40,"05/03/2021",11
40,"05/03/2022",9
40,"05/03/2023",6
40,"05/04/2019",12
40,"05/04/2020",15
40,"05/04/2021",12
40,"05/04/2022",7
40,"05/04/2023",10
40,"05/05/2019",8
40,"05/05/2020",20
40,"05/05/2021",15
40,"05/05/2022",15
40,"05/05/2023",19
40,"05/06/2019",14
40,"05/06/2020",16
40,"05/06/2021",16
40,"05/06/2022",20
40,"05/06/2023",22
40,"05/07/2019",27
40,"05/07/2020",21
40,"05/07/2021",23
40,"05/07/2022",22
40,"05/07/2023",21
40,"05/08/2019",22
40,"05/08/2020",21
40,"05/08/2021",22
40,"05/08/2022",24
40,"05/08/2023",19
40,"05/09/2019",18
40,"05/09/2020",22
40,"05/09/2021",24
40,"05/09/2022",25
40,"05/09/2023",26
40,"05/10/2019",17
40,"05/10/2020",15
40,"05/10/2021",15
40,"05/10/2022",20
40,"05/10/2023",19
40,"05/11/2019",11
40,"05/11/2020",9
40,"05/11/2021",8
40,"05/11/2022",12
40,"05/11/2023",13
40,"05/12/2019",8
40,"05/12/2020",6
40,"05/12/2021",8
40,"05/12/2022",6
40,"05/12/2023",9
40,"06/01/2019",-1
40,"06/01/2020",5
40,"06/01/2021",2
40,"06/01/2022",4
40,"06/01/2023",9
40,"06/02/2019",12
40,"06/02/2020",8
40,"06/02/2021",10
40,"06/02/2022",6
40,"06/02/2023",6
40,"06/03/2019",15
40,"06/03/2020",9
40,"06/03/2021",8
40,"06/03/2022",8
40,"06/03/2023",7
40,"06/04/2019",11
40,"06/04/2020",14
40,"06/04/2021",11
40,"06/04/2022",10
40,"06/04/2023",12
40,"06/05/2019",11
40,"06/05/2020",20
40,"06/05/2021",14
40,"06/05/2022",15
40,"06/05/2023",19
40,"06/06/2019",16
40,"06/06/2020",18
40,"06/06/2021",18
40,"06/06/2022",20
40,"06/06/2023",23
40,"06/07/2019",24
40,"06/07/2020",21
40,"06/07/2021",20
40,"06/07/2022",22
40,"06/07/2023",22
40,"06/08/2019",23
40,"06/08/2020",25
40,"06/08/2021",20
40,"06/08/2022",26
40,"06/08/2023",20
40,"06/09/2019",17
40,"06/09/2020",20
40,"06/09/2021",27
40,"06/09/2022",23
40,"06/09/2023",26
40,"06/10/2019",17
40,"06/10/2020",16
40,"06/10/2021",16
40,"06/10/2022",19
40,"06/10/2023",20
40,"06/11/2019",13
40,"06/11/2020",13
40,"06/11/2021",8
40,"06/11/2022",12
40,"06/11/2023",12
40,"06/12/2019",8
40,"06/12/2020",9
40,"06/12/2021",9
40,"06/12/2022",10
40,"06/12/2023",7
40,"07/01/2019",3
40,"07/01/2020",9
40,"07/01/2021",1
40,"07/01/2022",6
40,"07/01/2023",9
40,"07/02/2019",10
40,"07/02/2020",10
40,"07/02/2021",8
40,"07/02/2022",12
40,"07/02/2023",4
40,"07/03/2019",12
40,"07/03/2020",9
40,"07/03/2021",9
40,"07/03/2022",7
40,"07/03/2023",6
40,"07/04/2019",11
40,"07/04/2020",16
40,"07/04/2021",7
40,"07/04/2022",13
40,"07/04/2023",12
40,"07/05/2019",14
40,"07/05/2020",20
40,"07/05/2021",17
40,"07/05/2022",16
40,"07/05/2023",18
40,"07/06/2019",16
40,"07/06/2020",16
40,"07/06/2021",19
40,"07/06/2022",20
40,"07/06/2023",23
40,"07/07/2019",23
40,"07/07/2020",19
40,"07/07/2021",18
40,"07/07/2022",21
40,"07/07/2023",25
40,"07/08/2019",23
40,"07/08/2020",27
40,"07/08/2021",19
40,"07/08/2022",25
40,"07/08/2023",18
40,"07/09/2019",16
40,"07/09/2020",18
40,"07/09/2021",27
40,"07/09/2022",21
40,"07/09/2023",26
40,"07/10/2019",16
40,"07/10/2020",18
40,"07/10/2021",15
40,"07/10/2022",19
40,"07/10/2023",21
40,"07/11/2019",10
40,"07/11/2020",16
40,"07/11/2021",8
40,"07/11/2022",14
40,"07/11/2023",11
40,"07/12/2019",10
40,"07/12/2020",9
40,"07/12/2021",11
40,"07/12/2022",8
40,"07/12/2023",8
40,"08/01/2019",7
40,"08/01/2020",11
40,"08/01/2021",1
40,"08/01/2022",10
40,"08/01/2023",11
40,"08/02/2019",10
40,"08/02/2020",9
40,"08/02/2021",10
40,"08/02/2022",9
40,"08/02/2023",7
40,"08/03/2019",11
40,"08/03/2020",10
40,"08/03/2021",9
40,"08/03/2022",9
40,"08/03/2023",14
40,"08/04/2019",11
40,"08/04/2020",16
40,"08/04/2021",11
40,"08/04/2022",14
40,"08/04/2023",14
40,"08/05/2019",15
40,"08/05/2020",22
40,"08/05/2021",21
40,"08/05/2022",17
40,"08/05/2023",17
40,"08/06/2019",15
40,"08/06/2020",15
40,"08/06/2021",21
40,"08/06/2022",17
40,"08/06/2023",24
40,"08/07/2019",23
40,"08/07/2020",21
40,"08/07/2021",18
40,"08/07/2022",22
40,"08/07/2023",23
40,"08/08/2019",26
40,"08/08/2020",26
40,"08/08/2021",20
40,"08/08/2022",25
40,"08/08/2023",20
40,"08/09/2019",18
40,"08/09/2020",19
40,"08/09/2021",25
40,"08/09/2022",20
40,"08/09/2023",26
40,"08/10/2019",18
40,"08/10/2020",17
40,"08/10/2021",14
40,"08/10/2022",20
40,"08/10/2023",21
40,"08/11/2019",10
40,"08/11/2020",16
40,"08/11/2021",11
40,"08/11/2022",16
40,"08/11/2023",13
40,"08/12/2019",10
40,"08/12/2020",8
40,"08/12/2021",6
40,"08/12/2022",7
40,"08/12/2023",12
40,"09/01/2019",6
40,"09/01/2020",11
40,"09/01/2021",1
40,"09/01/2022",11
40,"09/01/2023",10
40,"09/02/2019",11
40,"09/02/2020",12
40,"09/02/2021",10
40,"09/02/2022",11
40,"09/02/2023",5
40,"09/03/2019",11
40,"09/03/2020",11
40,"09/03/2021",7
40,"09/03/2022",11
40,"09/03/2023",16
40,"09/04/2019",12
40,"09/04/2020",18
40,"09/04/2021",13
40,"09/04/2022",12
40,"09/04/2023",15
40,"09/05/2019",16
40,"09/05/2020",21
40,"09/05/2021",18
40,"09/05/2022",19
40,"09/05/2023",16
40,"09/06/2019",19
40,"09/06/2020",16
40,"09/06/2021",21
40,"09/06/2022",19
40,"09/06/2023",23
40,"09/07/2019",22
40,"09/07/2020",22
40,"09/07/2021",18
40,"09/07/2022",24
40,"09/07/2023",24
40,"09/08/2019",26
40,"09/08/2020",28
40,"09/08/2021",21
40,"09/08/2022",27
40,"09/08/2023",24
40,"09/09/2019",15
40,"09/09/2020",21
40,"09/09/2021",21
40,"09/09/2022",22
40,"09/09/2023",26
40,"09/10/2019",17
40,"09/10/2020",17
40,"09/10/2021",13
40,"09/10/2022",20
40,"09/10/2023",21
40,"09/11/2019",10
40,"09/11/2020",14
40,"09/11/2021",8
40,"09/11/2022",14
40,"09/11/2023",14
40,"09/12/2019",12
40,"09/12/2020",8
40,"09/12/2021",9
40,"09/12/2022",8
40,"09/12/2023",13
40,10/01/2019,2
40,10/01/2020,10
40,10/01/2021,2
40,10/01/2022,12
40,10/01/2023,12
40,10/02/2019,11
40,10/02/2020,14
40,10/02/2021,9
40,10/02/2022,10
40,10/02/2023,5
40,10/03/2019,13
40,10/03/2020,12
40,10/03/2021,7
40,10/03/2022,13
40,10/03/2023,15
40,10/04/2019,12
40,10/04/2020,18
40,10/04/2021,15
40,10/04/2022,12
40,10/04/2023,15
40,10/05/2019,17
40,10/05/2020,15
40,10/05/2021,15
40,10/05/2022,20
40,10/05/2023,15
40,10/06/2019,16
40,10/06/2020,15
40,10/06/2021,20
40,10/06/2022,20
40,10/06/2023,22
40,10/07/2019,22
40,10/07/2020,21
40,10/07/2021,19
40,10/07/2022,26
40,10/07/2023,25
40,10/08/2019,22
40,10/08/2020,25
40,10/08/2021,23
40,10/08/2022,28
40,10/08/2023,24
40,10/09/2019,17
40,10/09/2020,22
40,10/09/2021,21
40,10/09/2022,21
40,10/09/2023,26
40,10/10/2019,18
40,10/10/2020,16
40,10/10/2021,15
40,10/10/2022,18
40,10/10/2023,20
40,10/11/2019,9
40,10/11/2020,14
40,10/11/2021,7
40,10/11/2022,13
40,10/11/2023,13
40,10/12/2019,10
40,10/12/2020,11
40,10/12/2021,10
40,10/12/2022,3
40,10/12/2023,13
40,11/01/2019,2
40,11/01/2020,6
40,11/01/2021,"0"
40,11/01/2022,9
40,11/01/2023,10
40,11/02/2019,9
40,11/02/2020,12
40,11/02/2021,10
40,11/02/2022,10
40,11/02/2023,6
40,11/03/2019,11
40,11/03/2020,12
40,11/03/2021,14
40,11/03/2022,13
40,11/03/2023,14
40,11/04/2019,11
40,11/04/2020,17
40,11/04/2021,12
40,11/04/2022,17
40,11/04/2023,16
40,11/05/2019,16
40,11/05/2020,13
40,11/05/2021,13
40,11/05/2022,19
40,11/05/2023,14
40,11/06/2019,14
40,11/06/2020,16
40,11/06/2021,21
40,11/06/2022,22
40,11/06/2023,22
40,11/07/2019,22
40,11/07/2020,22
40,11/07/2021,21
40,11/07/2022,26
40,11/07/2023,24
40,11/08/2019,19
40,11/08/2020,26
40,11/08/2021,24
40,11/08/2022,30
40,11/08/2023,23
40,11/09/2019,18
40,11/09/2020,22
40,11/09/2021,21
40,11/09/2022,26
40,11/09/2023,24
40,11/10/2019,19
40,11/10/2020,12
40,11/10/2021,14
40,11/10/2022,18
40,11/10/2023,21
40,11/11/2019,9
40,11/11/2020,14
40,11/11/2021,10
40,11/11/2022,12
40,11/11/2023,14
40,11/12/2019,10
40,11/12/2020,12
40,11/12/2021,10
40,11/12/2022,2
40,11/12/2023,15
40,12/01/2019,6
40,12/01/2020,5
40,12/01/2021,3
40,12/01/2022,3
40,12/01/2023,10
40,12/02/2019,7
40,12/02/2020,11
40,12/02/2021,11
40,12/02/2022,8
40,12/02/2023,7
40,12/03/2019,11
40,12/03/2020,11
40,12/03/2021,11
40,12/03/2022,11
40,12/03/2023,15
40,12/04/2019,12
40,12/04/2020,17
40,12/04/2021,8
40,12/04/2022,15
40,12/04/2023,11
40,12/05/2019,15
40,12/05/2020,11
40,12/05/2021,15
40,12/05/2022,18
40,12/05/2023,12
40,12/06/2019,15
40,12/06/2020,15
40,12/06/2021,21
40,12/06/2022,22
40,12/06/2023,22
40,12/07/2019,22
40,12/07/2020,22
40,12/07/2021,18
40,12/07/2022,28
40,12/07/2023,22
40,12/08/2019,19
40,12/08/2020,26
40,12/08/2021,24
40,12/08/2022,28
40,12/08/2023,24
40,12/09/2019,18
40,12/09/2020,22
40,12/09/2021,23
40,12/09/2022,29
40,12/09/2023,22
40,12/10/2019,22
40,12/10/2020,12
40,12/10/2021,13
40,12/10/2022,19
40,12/10/2023,21
40,12/11/2019,11
40,12/11/2020,16
40,12/11/2021,11
40,12/11/2022,15
40,12/11/2023,17
40,12/12/2019,12
40,12/12/2020,11
40,12/12/2021,11
40,12/12/2022,7
40,12/12/2023,12
40,13/01/2019,9
40,13/01/2020,7
40,13/01/2021,10
40,13/01/2022,1
40,13/01/2023,11
40,13/02/2019,8
40,13/02/2020,12
40,13/02/2021,10
40,13/02/2022,11
40,13/02/2023,8
40,13/03/2019,10
40,13/03/2020,11
40,13/03/2021,12
40,13/03/2022,11
40,13/03/2023,17
40,13/04/2019,11
40,13/04/2020,17
40,13/04/2021,9
40,13/04/2022,14
40,13/04/2023,10
40,13/05/2019,15
40,13/05/2020,14
40,13/05/2021,13
40,13/05/2022,19
40,13/05/2023,14
40,13/06/2019,16
40,13/06/2020,16
40,13/06/2021,25
40,13/06/2022,24
40,13/06/2023,21
40,13/07/2019,23
40,13/07/2020,22
40,13/07/2021,17
40,13/07/2022,27
40,13/07/2023,21
40,13/08/2019,18
40,13/08/2020,22
40,13/08/2021,23
40,13/08/2022,26
40,13/08/2023,24
40,13/09/2019,20
40,13/09/2020,25
40,13/09/2021,24
40,13/09/2022,26
40,13/09/2023,21
40,13/10/2019,24
40,13/10/2020,14
40,13/10/2021,13
40,13/10/2022,17
40,13/10/2023,22
40,13/11/2019,11
40,13/11/2020,14
40,13/11/2021,13
40,13/11/2022,16
40,13/11/2023,17
40,13/12/2019,13
40,13/12/2020,11
40,13/12/2021,9
40,13/12/2022,10
40,13/12/2023,11
40,14/01/2019,10
40,14/01/2020,10
40,14/01/2021,9
40,14/01/2022,2
40,14/01/2023,11
40,14/02/2019,11
40,14/02/2020,13
40,14/02/2021,10
40,14/02/2022,10
40,14/02/2023,8
40,14/03/2019,10
40,14/03/2020,8
40,14/03/2021,11
40,14/03/2022,10
40,14/03/2023,12
40,14/04/2019,12
40,14/04/2020,17
40,14/04/2021,11
40,14/04/2022,16
40,14/04/2023,13
40,14/05/2019,16
40,14/05/2020,14
40,14/05/2021,14
40,14/05/2022,22
40,14/05/2023,15
40,14/06/2019,16
40,14/06/2020,19
40,14/06/2021,24
40,14/06/2022,26
40,14/06/2023,20
40,14/07/2019,24
40,14/07/2020,20
40,14/07/2021,18
40,14/07/2022,27
40,14/07/2023,25
40,14/08/2019,19
40,14/08/2020,21
40,14/08/2021,24
40,14/08/2022,23
40,14/08/2023,23
40,14/09/2019,23
40,14/09/2020,27
40,14/09/2021,24
40,14/09/2022,25
40,14/09/2023,21
40,14/10/2019,19
40,14/10/2020,12
40,14/10/2021,13
40,14/10/2022,20
40,14/10/2023,19
40,14/11/2019,7
40,14/11/2020,14
40,14/11/2021,12
40,14/11/2022,13
40,14/11/2023,18
40,14/12/2019,15
40,14/12/2020,11
40,14/12/2021,7
40,14/12/2022,14
40,14/12/2023,9
40,15/01/2019,9
40,15/01/2020,11
40,15/01/2021,9
40,15/01/2022,4
40,15/01/2023,9
40,15/02/2019,11
40,15/02/2020,11
40,15/02/2021,11
40,15/02/2022,9
40,15/02/2023,11
40,15/03/2019,12
40,15/03/2020,12
40,15/03/2021,10
40,15/03/2022,16
40,15/03/2023,14
40,15/04/2019,15
40,15/04/2020,17
40,15/04/2021,10
40,15/04/2022,15
40,15/04/2023,13
40,15/05/2019,17
40,15/05/2020,15
40,15/05/2021,14
40,15/05/2022,23
40,15/05/2023,16
40,15/06/2019,18
40,15/06/2020,18
40,15/06/2021,24
40,15/06/2022,25
40,15/06/2023,21
40,15/07/2019,22
40,15/07/2020,20
40,15/07/2021,19
40,15/07/2022,26
40,15/07/2023,21
40,15/08/2019,21
40,15/08/2020,24
40,15/08/2021,23
40,15/08/2022,23
40,15/08/2023,23
40,15/09/2019,23
40,15/09/2020,25
40,15/09/2021,23
40,15/09/2022,22
40,15/09/2023,23
40,15/10/2019,15
40,15/10/2020,11
40,15/10/2021,13
40,15/10/2022,19
40,15/10/2023,16
40,15/11/2019,7
40,15/11/2020,15
40,15/11/2021,10
40,15/11/2022,14
40,15/11/2023,15
40,15/12/2019,14
40,15/12/2020,12
40,15/12/2021,6
40,15/12/2022,13
40,15/12/2023,11
40,16/01/2019,6
40,16/01/2020,12
40,16/01/2021,5
40,16/01/2022,4
40,16/01/2023,9
40,16/02/2019,11
40,16/02/2020,16
40,16/02/2021,12
40,16/02/2022,11
40,16/02/2023,9
40,16/03/2019,13
40,16/03/2020,11
40,16/03/2021,11
40,16/03/2022,14
40,16/03/2023,16
40,16/04/2019,15
40,16/04/2020,17
40,16/04/2021,8
40,16/04/2022,16
40,16/04/2023,11
40,16/05/2019,16
40,16/05/2020,17
40,16/05/2021,15
40,16/05/2022,22
40,16/05/2023,15
40,16/06/2019,18
40,16/06/2020,18
40,16/06/2021,26
40,16/06/2022,27
40,16/06/2023,20
40,16/07/2019,21
40,16/07/2020,19
40,16/07/2021,19
40,16/07/2022,29
40,16/07/2023,21
40,16/08/2019,20
40,16/08/2020,22
40,16/08/2021,21
40,16/08/2022,21
40,16/08/2023,25
40,16/09/2019,24
40,16/09/2020,25
40,16/09/2021,20
40,16/09/2022,21
40,16/09/2023,24
40,16/10/2019,15
40,16/10/2020,9
40,16/10/2021,15
40,16/10/2022,22
40,16/10/2023,18
40,16/11/2019,7
40,16/11/2020,14
40,16/11/2021,9
40,16/11/2022,15
40,16/11/2023,14
40,16/12/2019,11
40,16/12/2020,9
40,16/12/2021,6
40,16/12/2022,7
40,16/12/2023,9
40,17/01/2019,9
40,17/01/2020,10
40,17/01/2021,8
40,17/01/2022,5
40,17/01/2023,7
40,17/02/2019,12
40,17/02/2020,11
40,17/02/2021,13
40,17/02/2022,13
40,17/02/2023,10
40,17/03/2019,11
40,17/03/2020,13
40,17/03/2021,13
40,17/03/2022,11
40,17/03/2023,16
40,17/04/2019,15
40,17/04/2020,19
40,17/04/2021,7
40,17/04/2022,16
40,17/04/2023,12
40,17/05/2019,14
40,17/05/2020,16
40,17/05/2021,15
40,17/05/2022,22
40,17/05/2023,14
40,17/06/2019,22
40,17/06/2020,17
40,17/06/2021,20
40,17/06/2022,29
40,17/06/2023,24
40,17/07/2019,22
40,17/07/2020,19
40,17/07/2021,22
40,17/07/2022,29
40,17/07/2023,23
40,17/08/2019,22
40,17/08/2020,22
40,17/08/2021,20
40,17/08/2022,20
40,17/08/2023,25
40,17/09/2019,24
40,17/09/2020,26
40,17/09/2021,19
40,17/09/2022,18
40,17/09/2023,23
40,17/10/2019,18
40,17/10/2020,11
40,17/10/2021,16
40,17/10/2022,22
40,17/10/2023,22
40,17/11/2019,9
40,17/11/2020,11
40,17/11/2021,8
40,17/11/2022,16
40,17/11/2023,13
40,17/12/2019,11
40,17/12/2020,11
40,17/12/2021,5
40,17/12/2022,4
40,17/12/2023,5
40,18/01/2019,6
40,18/01/2020,8
40,18/01/2021,5
40,18/01/2022,4
40,18/01/2023,4
40,18/02/2019,11
40,18/02/2020,9
40,18/02/2021,14
40,18/02/2022,11
40,18/02/2023,12
40,18/03/2019,9
40,18/03/2020,14
40,18/03/2021,8
40,18/03/2022,10
40,18/03/2023,13
40,18/04/2019,15
40,18/04/2020,18
40,18/04/2021,11
40,18/04/2022,15
40,18/04/2023,12
40,18/05/2019,12
40,18/05/2020,16
40,18/05/2021,13
40,18/05/2022,24
40,18/05/2023,14
40,18/06/2019,25
40,18/06/2020,16
40,18/06/2021,22
40,18/06/2022,31
40,18/06/2023,22
40,18/07/2019,21
40,18/07/2020,22
40,18/07/2021,22
40,18/07/2022,31
40,18/07/2023,24
40,18/08/2019,22
40,18/08/2020,23
40,18/08/2021,18
40,18/08/2022,20
40,18/08/2023,27
40,18/09/2019,22
40,18/09/2020,23
40,18/09/2021,18
40,18/09/2022,17
40,18/09/2023,21
40,18/10/2019,16
40,18/10/2020,12
40,18/10/2021,20
40,18/10/2022,23
40,18/10/2023,21
40,18/11/2019,7
40,18/11/2020,14
40,18/11/2021,12
40,18/11/2022,11
40,18/11/2023,14
40,18/12/2019,12
40,18/12/2020,9
40,18/12/2021,6
40,18/12/2022,9
40,18/12/2023,5
40,19/01/2019,9
40,19/01/2020,7
40,19/01/2021,8
40,19/01/2022,7
40,19/01/2023,7
40,19/02/2019,10
40,19/02/2020,10
40,19/02/2021,14
40,19/02/2022,9
40,19/02/2023,10
40,19/03/2019,9
40,19/03/2020,15
40,19/03/2021,8
40,19/03/2022,12
40,19/03/2023,13
40,19/04/2019,18
40,19/04/2020,16
40,19/04/2021,11
40,19/04/2022,11
40,19/04/2023,16
40,19/05/2019,13
40,19/05/2020,17
40,19/05/2021,14
40,19/05/2022,21
40,19/05/2023,14
40,19/06/2019,21
40,19/06/2020,17
40,19/06/2021,22
40,19/06/2022,24
40,19/06/2023,23
40,19/07/2019,21
40,19/07/2020,25
40,19/07/2021,24
40,19/07/2022,26
40,19/07/2023,22
40,19/08/2019,20
40,19/08/2020,27
40,19/08/2021,19
40,19/08/2022,22
40,19/08/2023,27
40,19/09/2019,20
40,19/09/2020,22
40,19/09/2021,17
40,19/09/2022,18
40,19/09/2023,21
40,19/10/2019,17
40,19/10/2020,14
40,19/10/2021,20
40,19/10/2022,22
40,19/10/2023,19
40,19/11/2019,6
40,19/11/2020,12
